ID	Pergunta	Alternativa A	Alternativa B	Alternativa C	Alternativa D	Resposta Correta	Dica	Dificuldade
60	Aplicativos móveis de programação em blocos que utilizam os sensores do próprio celular (como acelerômetro e câmera) favorecem qual aspecto da Aprendizagem Criativa?	A criação de projetos dinâmicos e sinestésicos que interagem com o ambiente físico imediato e o movimento corporal do usuário.	A simulação de ambientes virtuais de banco de dados relacionais para ensino médio focado em TI corporativa.	O processamento de algoritmos de mineração de criptomoedas em background durante o horário escolar.	A restrição da aprendizagem a momentos de imobilidade, garantindo a postura correta nas carteiras escolares.	Alternativa A	O dispositivo deixa de ser apenas uma tela para se tornar um instrumento interativo com o mundo.	Média
61	Qual é o papel do "erro" em um ambiente de aprendizagem puramente instrucionista comparado a um ambiente construcionista?	No instrucionismo, o erro é uma falha a ser punida ou corrigida imediatamente; no construcionismo, é um dado essencial para depuração e refinamento do modelo mental.	Ambas as abordagens tratam o erro como uma falha moral do aluno que deve ser penalizada com perda de nota.	No instrucionismo, o erro é incentivado; no construcionismo, os sistemas são desenhados para impedir que o erro aconteça.	Não há diferença, pois o erro sempre indica que o material didático foi mal elaborado pelo facilitador.	Alternativa A	Considere a diferença entre avaliar um resultado padronizado e avaliar um processo investigativo.	Média
62	O que significa a expressão "aprender a programar, programar para aprender", cunhada no contexto do Lifelong Kindergarten?	A programação não é apenas uma habilidade técnica voltada ao mercado de trabalho, mas uma nova linguagem que permite explorar e estruturar o pensamento em diversas áreas do conhecimento.	O foco do ensino básico deve ser exclusivamente formar engenheiros de software para suprir a demanda da indústria tecnológica.	Programar é um pré-requisito obrigatório para aprender a ler e escrever linguagens naturais.	A aprendizagem de conceitos avançados de computação só é possível se o aluno memorizar a sintaxe completa antes de praticar.	Alternativa A	Pense na programação como uma ferramenta de expressão e investigação multidisciplinar.	Fácil
63	Mitchel Resnick argumenta que o modelo educacional tradicional se assemelha a uma "linha de montagem". O que essa metáfora critica?	A padronização, onde alunos da mesma idade recebem o mesmo conteúdo no mesmo ritmo, ignorando a diversidade de interesses e tempos de aprendizagem individuais.	A infraestrutura física das escolas, argumentando que as salas de aula deveriam ter formato circular e não retangular.	A introdução de disciplinas de robótica industrial no ensino fundamental.	O uso de uniformes escolares e horários rígidos de entrada e saída.	Alternativa A	Relacione o conceito com a produção industrial de massa versus o desenvolvimento orgânico do indivíduo.	Média
64	Qual foi a principal inovação da linguagem Logo na década de 1960 em relação ao acesso de crianças à computação?	Foi projetada especificamente para fins educacionais, permitindo que as crianças controlassem a máquina em vez de serem instruídas por ela, introduzindo conceitos como a Tartaruga.	Introduziu a primeira interface gráfica baseada em toque (touchscreen) para ensino infantil.	Substituiu a necessidade de hardware por simulações puramente mentais e exercícios em papel.	Foi a primeira linguagem de programação a compilar códigos para sistemas operacionais modernos.	Alternativa A	Lembre-se do agente direcional utilizado para ensinar geometria de forma empírica.	Média
65	No contexto da Espiral da Aprendizagem Criativa, por que a transição de "Brincar" para "Compartilhar" é crucial?	Porque a interação social submete o projeto a diferentes perspectivas, gerando feedback que expõe novas possibilidades e falhas de design que o criador não percebeu isoladamente.	Para garantir que o professor tenha material suficiente para compor o portfólio de avaliação da escola no final do semestre.	Para que os alunos compitam e estabeleçam um ranking de quem desenvolveu o código mais eficiente.	Porque o brincar individual é considerado uma perda de tempo no contexto escolar formal.	Alternativa A	Avalie o impacto da audiência no ciclo de desenvolvimento de um projeto autoral.	Difícil
66	O que define um material educacional classificado como "caixa preta" (black box) em contraste com materiais adequados para o Tinkering?	A caixa preta oculta seu funcionamento interno, não permitindo que o usuário compreenda ou modifique seus mecanismos estruturais ou lógicos.	É um material altamente flexível que pode ser reprogramado em qualquer linguagem de baixo nível.	Trata-se de componentes eletrônicos projetados especificamente para registro de dados e telemetria em robótica.	Refere-se exclusivamente a softwares proprietários que não possuem interfaces gráficas de usuário.	Alternativa A	Pense em um dispositivo onde você aperta um botão e algo acontece, mas não é possível ver o porquê.	Difícil
67	De acordo com o grupo Lifelong Kindergarten, a criatividade é vista como:	Uma habilidade que pode ser desenvolvida, nutrida e expandida em todas as pessoas através de ambientes e metodologias adequadas.	Um dom inato e imutável que apenas uma pequena parcela da população possui.	Um processo estritamente associado às artes plásticas e à música, sem relação com a computação.	Um comportamento indisciplinado que deve ser controlado para manter a ordem na sala de aula.	Alternativa A	A metodologia busca democratizar a capacidade de invenção e resolução de problemas.	Fácil
68	Como a teoria do Construcionismo interpreta o conceito de "conhecimento abstrato"?	O conhecimento abstrato não é superior ao conhecimento concreto; ele ganha sentido e profundidade quando ancorado e construído a partir de experiências físicas e artefatos tangíveis.	O conhecimento abstrato deve ser ensinado de forma desvinculada do mundo físico para garantir o rigor matemático.	O conhecimento abstrato é inalcançável por crianças e deve ser restrito ao ensino superior.	A abstração é irrelevante, pois apenas as habilidades técnicas manuais possuem valor na sociedade contemporânea.	Alternativa A	Considere a crítica de Papert à hierarquia que coloca o pensamento formal e lógico acima do pensamento tátil e visual.	Difícil
69	Na Aprendizagem Criativa, o que se entende por "desenvolvimento da agência" (agency) do aluno?	A capacidade do aluno de tomar decisões, direcionar sua própria aprendizagem e sentir-se capaz de intervir e modificar o mundo ao seu redor através de suas criações.	O estabelecimento de contratos formais de comportamento entre a escola e os responsáveis pelo estudante.	A habilidade de delegar tarefas para os colegas durante a execução de um trabalho de grupo estruturado.	A obediência estrita aos comandos e cronogramas propostos pelo facilitador da atividade.	Alternativa A	Relacione com o senso de autoria e empoderamento na resolução de problemas.	Média
70	Qual é o risco pedagógico de aplicar tutoriais estritos (passo a passo) em laboratórios maker?	Produzir réplicas idênticas do mesmo projeto, limitando a expressão criativa, a resolução autônoma de problemas e a ocorrência de "Hard Fun".	Acelerar excessivamente a aprendizagem, fazendo com que os alunos fiquem ociosos rapidamente.	Causar danos aos equipamentos eletrônicos devido à execução precisa das conexões elétricas.	Garantir que todos os alunos compreendam a teoria da relatividade aplicada à física dos materiais.	Alternativa A	Se o resultado final já é conhecido e garantido, o processo investigativo é anulado.	Fácil
71	O conceito de "Bricolage" (Bricolagem), adaptado da antropologia por Seymour Papert, refere-se a no contexto da programação:	Um estilo de resolução de problemas baseado na experimentação com materiais disponíveis, reagindo aos resultados iterativos em vez de seguir um plano analítico global predefinido.	A montagem de hardwares utilizando exclusivamente peças novas e padronizadas adquiridas de fabricantes específicos.	O ensino formal de estruturas de dados e algoritmos de ordenação em linguagens de programação de alto nível.	A prática de delegar o desenvolvimento do projeto a especialistas externos.	Alternativa A	Pense na diferença entre o engenheiro que planeja tudo no papel e o artesão que molda a obra interagindo com a matéria-prima.	Difícil
72	O que caracteriza a abordagem "Top-Down" (de cima para baixo) na resolução de problemas computacionais, e como ela se difere da abordagem comum no Tinkering?	A abordagem Top-Down divide o problema maior em subproblemas menores planejados sequencialmente; o Tinkering favorece o Bottom-Up, construindo de baixo para cima a partir da interação com as partes.	A abordagem Top-Down começa pela compra de materiais caros, enquanto o Tinkering usa materiais baratos.	A abordagem Top-Down é caótica e iterativa, enquanto o Tinkering exige planejamento rigoroso de longo prazo.	Não há diferença técnica, ambos são jargões mercadológicos para a mesma estratégia de codificação.	Alternativa A	Contraste o planejamento dedutivo rigoroso com a construção indutiva exploratória.	Média
73	Para avaliar a eficácia de um espaço Maker focado em Aprendizagem Criativa, qual métrica qualitativa deve ser observada?	A diversidade de projetos produzidos pelos alunos e o grau de personalização de cada artefato final.	A quantidade de ferramentas elétricas adquiridas pela escola no último trimestre.	O número exato de linhas de código que a turma inteira escreveu no período de um mês.	A aprovação de 100% dos alunos em exames padronizados de matemática estruturada.	Alternativa A	O sucesso do ambiente é medido pelas "Paredes Amplas" refletidas na variedade da produção.	Média
